instauracao;sr;uf;competencia;Indiciamentos;Indiciados;relatorio;duracao
20/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;28/02/2018;8
20/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;28/02/2018;8
27/02/2018;DPF/GMI/RO;RO;DELEFAZ;2;2;28/02/2018;1
07/06/2013;DPF/RDO/PA;PA;DELEFAZ;3;3;01/03/2018;1728
01/07/2013;DPF/GVS/MG;MG;DELEFAZ;2;2;01/03/2018;1704
31/10/2013;DPF/JFA/MG;MG;DELEFAZ;2;2;01/03/2018;1582
22/11/2013;DPF/JFA/MG;MG;DELEFAZ;1;1;01/03/2018;1560
06/10/2014;SR/DPF/RJ;RJ;DELEFAZ;1;1;01/03/2018;1242
10/10/2014;DPF/DVS/MG;MG;DELEFAZ;7;7;01/03/2018;1238
06/05/2015;DPF/JFA/MG;MG;DELEFAZ;1;1;01/03/2018;1030
10/06/2015;DPF/IJI/SC;SC;DELEFAZ;3;3;01/03/2018;995
03/08/2015;SR/PF/CE;CE;DELEFAZ;2;2;01/03/2018;941
30/12/2015;SR/PF/PE;PE;DELEFAZ;2;2;01/03/2018;792
27/01/2016;DPF/NIG/RJ;RJ;DELEFAZ;1;1;01/03/2018;764
19/04/2016;DPF/RPO/SP;SP;DELEFAZ;1;1;01/03/2018;681
23/08/2016;SR/PF/MA;MA;DELEFAZ;1;1;01/03/2018;555
23/08/2016;DPF/BGE/RS;RS;DELEFAZ;2;2;01/03/2018;555
31/08/2016;DPF/MOC/MG;MG;DELEFAZ;1;1;01/03/2018;547
10/10/2016;SR/PF/RO;RO;DELEFAZ;2;2;01/03/2018;507
28/11/2016;DPF/JFA/MG;MG;DELEFAZ;3;3;01/03/2018;458
15/12/2016;DPF/PFO/RS;RS;DELEFAZ;3;3;01/03/2018;441
09/02/2017;SR/DPF/SC;SC;DELEFAZ;1;1;01/03/2018;385
06/04/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;01/03/2018;329
10/05/2017;SR/PF/TO;TO;DELEFAZ;1;1;01/03/2018;295
07/08/2017;DPF/JLS/SP;SP;DELEFAZ;1;1;01/03/2018;206
06/09/2017;DPF/CAS/SP;SP;DELEFAZ;1;1;01/03/2018;176
17/10/2017;DPF/JZO/BA;BA;DELEFAZ;1;1;01/03/2018;135
01/11/2017;DPF/LGE/SC;SC;DELEFAZ;1;1;01/03/2018;120
17/11/2017;DPF/AQA/SP;SP;DELEFAZ;1;1;01/03/2018;104
08/12/2017;DPF/PTS/RS;RS;DELEFAZ;1;1;01/03/2018;83
20/12/2017;SR/PF/SP;SP;DELEFAZ;1;1;01/03/2018;71
17/01/2018;DPF/CAS/SP;SP;DELEFAZ;2;2;01/03/2018;43
25/01/2018;DPF/RPO/SP;SP;DELEFAZ;2;2;01/03/2018;35
31/01/2018;DPF/CAS/SP;SP;DELEFAZ;1;1;01/03/2018;29
02/02/2018;DPF/JFA/MG;MG;DELEFAZ;1;1;01/03/2018;27
02/02/2018;DPF/SOD/SP;SP;DELEFAZ;1;1;01/03/2018;27
14/02/2018;SR/PF/MG;MG;DELEFAZ;2;2;01/03/2018;15
16/02/2018;DPF/XAP/SC;SC;DELEFAZ;1;1;01/03/2018;13
16/02/2018;DPF/SOD/SP;SP;DELEFAZ;3;3;01/03/2018;13
26/02/2018;SR/PF/SE;SE;DELEFAZ;1;1;01/03/2018;3
17/10/2013;DPF/JGO/RS;RS;DELEFAZ;2;2;02/03/2018;1597
05/03/2014;SR/PF/AP;AP;DELEFAZ;2;2;02/03/2018;1458
06/05/2014;SR/PF/BA;BA;DELEFAZ;1;1;02/03/2018;1396
09/05/2014;DPF/LDA/PR;PR;DELEFAZ;6;6;02/03/2018;1393
30/10/2014;SR/PF/BA;BA;DELEFAZ;1;1;02/03/2018;1219
23/02/2015;DPF/MII/SP;SP;DELEFAZ;3;3;02/03/2018;1103
20/01/2016;SR/PF/AP;AP;DELEFAZ;3;3;02/03/2018;772
03/05/2016;DPF/STS/SP;SP;DELEFAZ;1;1;02/03/2018;668
29/06/2016;DPF/CAC/PR;PR;DELEFAZ;1;1;02/03/2018;611
04/08/2016;SR/PF/RN;RN;DELEFAZ;1;1;02/03/2018;575
26/10/2016;DPF/LGE/SC;SC;DELEFAZ;1;1;02/03/2018;492
21/12/2016;DPF/RPO/SP;SP;DELEFAZ;1;1;02/03/2018;436
10/03/2017;DPF/SCS/RS;RS;DELEFAZ;1;1;02/03/2018;357
06/06/2017;DPF/IJI/SC;SC;DELEFAZ;1;1;02/03/2018;269
11/07/2017;DPF/XAP/SC;SC;DELEFAZ;1;1;02/03/2018;234
25/07/2017;DPF/ILS/BA;BA;DELEFAZ;1;1;02/03/2018;220
29/08/2017;SR/PF/GO;GO;DELEFAZ;1;1;02/03/2018;185
05/09/2017;DPF/AQA/SP;SP;DELEFAZ;1;1;02/03/2018;178
06/09/2017;SR/PF/GO;GO;DELEFAZ;1;1;02/03/2018;177
26/09/2017;SR/PF/TO;TO;DELEFAZ;1;1;02/03/2018;157
09/10/2017;DPF/RPO/SP;SP;DELEFAZ;1;1;02/03/2018;144
08/11/2017;DPF/PTS/RS;RS;DELEFAZ;1;1;02/03/2018;114
24/11/2017;DPF/CCM/SC;SC;DELEFAZ;1;1;02/03/2018;98
27/11/2017;SR/DPF/ES;ES;DELEFAZ;1;1;02/03/2018;95
03/02/2018;DPF/MGA/PR;PR;DELEFAZ;1;1;02/03/2018;27
07/02/2018;DPF/ANS/GO;GO;DELEFAZ;1;1;02/03/2018;23
13/02/2018;SR/DPF/RR;RR;DELEFAZ;2;2;02/03/2018;17
20/02/2018;DPF/CRA/MS;MS;DELEFAZ;1;1;02/03/2018;10
21/02/2018;SR/DPF/SC;SC;DELEFAZ;1;1;02/03/2018;9
02/03/2018;SR/PF/MT;MT;DELEFAZ;1;1;02/03/2018;0
26/12/2017;DPF/SOD/SP;SP;DELEFAZ;1;1;03/03/2018;67
27/09/2017;SR/PF/MT;MT;DELEFAZ;1;1;04/03/2018;158
22/02/2012;SR/PF/AM;AM;DELEFAZ;1;1;05/03/2018;2203
17/10/2012;SR/PF/MG;MG;DELEFAZ;1;1;05/03/2018;1965
27/01/2014;DPF/RPO/SP;SP;DELEFAZ;2;2;05/03/2018;1498
25/02/2014;DPF/JNE/CE;CE;DELEFAZ;7;12;05/03/2018;1469
12/05/2014;DPF/SCS/RS;RS;DELEFAZ;7;7;05/03/2018;1393
20/06/2014;SR/PF/AM;AM;DELEFAZ;2;2;05/03/2018;1354
03/10/2014;SR/DPF/DF;DF;DELEFAZ;1;1;05/03/2018;1249
13/10/2014;SR/PF/PR;PR;DELEFAZ;7;7;05/03/2018;1239
06/10/2015;SR/PF/MT;MT;DELEFAZ;2;2;05/03/2018;881
16/11/2015;DPF/DCQ/SC;SC;DELEFAZ;3;3;05/03/2018;840
03/12/2015;DPF/PHB/PI;PI;DELEFAZ;1;1;05/03/2018;823
14/12/2015;DPF/NIG/RJ;RJ;DELEFAZ;1;1;05/03/2018;812
12/04/2016;DPF/RPO/SP;SP;DELEFAZ;1;1;05/03/2018;692
02/06/2016;SR/PF/AL;AL;DELEFAZ;2;2;05/03/2018;641
02/06/2016;DPF/SMT/ES;ES;DELEFAZ;6;6;05/03/2018;641
23/06/2016;DPF/CIT/ES;ES;DELEFAZ;1;1;05/03/2018;620
12/07/2016;SR/DPF/RS;RS;DELEFAZ;2;2;05/03/2018;601
19/07/2016;SR/PF/PR;PR;DELEFAZ;1;1;05/03/2018;594
11/10/2016;DPF/JVE/SC;SC;DELEFAZ;2;2;05/03/2018;510
13/10/2016;DPF/JVE/SC;SC;DELEFAZ;3;1;05/03/2018;508
14/10/2016;DPF/JVE/SC;SC;DELEFAZ;2;2;05/03/2018;507
16/11/2016;DPF/CAS/SP;SP;DELEFAZ;1;1;05/03/2018;474
13/02/2017;DPF/CAS/SP;SP;DELEFAZ;2;2;05/03/2018;385
22/03/2017;DPF/PCA/SP;SP;DELEFAZ;1;1;05/03/2018;348
04/05/2017;DPF/ILS/BA;BA;DELEFAZ;1;1;05/03/2018;305
26/05/2017;DPF/AQA/SP;SP;DELEFAZ;1;1;05/03/2018;283
05/07/2017;DPF/JNE/CE;CE;DELEFAZ;3;2;05/03/2018;243
03/10/2017;DPF/SCS/RS;RS;DELEFAZ;1;1;05/03/2018;153
27/12/2017;DPF/CXS/RS;RS;DELEFAZ;1;1;05/03/2018;68
05/02/2018;DPF/NIG/RJ;RJ;DELEFAZ;1;1;05/03/2018;28
19/02/2018;SR/PF/GO;GO;DELEFAZ;1;1;05/03/2018;14
26/11/2013;DPF/CAS/SP;SP;DELEFAZ;2;2;06/03/2018;1561
06/11/2014;SR/PF/RN;RN;DELEFAZ;2;2;06/03/2018;1216
23/12/2014;DPF/LDA/PR;PR;DELEFAZ;1;1;06/03/2018;1169
14/01/2015;DPF/BRU/SP;SP;DELEFAZ;3;3;06/03/2018;1147
02/03/2015;DPF/NRI/RJ;RJ;DELEFAZ;1;1;06/03/2018;1100
18/05/2015;DPF/CAS/SP;SP;DELEFAZ;1;1;06/03/2018;1023
02/10/2015;DPF/JFA/MG;MG;DELEFAZ;2;2;06/03/2018;886
04/11/2015;SR/PF/SP;SP;DELEFAZ;2;2;06/03/2018;853
01/04/2016;DPF/CAS/SP;SP;DELEFAZ;1;1;06/03/2018;704
09/05/2016;DPF/JFA/MG;MG;DELEFAZ;1;1;06/03/2018;666
05/09/2016;SR/PF/SP;SP;DELEFAZ;1;1;06/03/2018;547
20/10/2016;SR/PF/PR;PR;DELEFAZ;2;2;06/03/2018;502
19/12/2016;SR/PF/SP;SP;DELEFAZ;1;1;06/03/2018;442
22/12/2016;DPF/PTS/RS;RS;DELEFAZ;1;1;06/03/2018;439
17/02/2017;DPF/PPA/MS;MS;DELEFAZ;1;1;06/03/2018;382
02/03/2017;DPF/JNE/CE;CE;DELEFAZ;3;1;06/03/2018;369
08/03/2017;DPF/CAS/SP;SP;DELEFAZ;1;1;06/03/2018;363
10/03/2017;DPF/JGO/RS;RS;DELEFAZ;2;2;06/03/2018;361
04/04/2017;DPF/LGE/SC;SC;DELEFAZ;2;2;06/03/2018;336
03/05/2017;DPF/PDE/SP;SP;DELEFAZ;1;1;06/03/2018;307
08/05/2017;DPF/RGE/RS;RS;DELEFAZ;3;3;06/03/2018;302
23/05/2017;DPF/FIG/PR;PR;DELEFAZ;1;1;06/03/2018;287
30/05/2017;DPF/VAG/MG;MG;DELEFAZ;1;1;06/03/2018;280
08/06/2017;DPF/LDA/PR;PR;DELEFAZ;1;1;06/03/2018;271
29/06/2017;SR/DPF/DF;DF;DELEFAZ;1;1;06/03/2018;250
23/08/2017;DPF/RPO/SP;SP;DELEFAZ;1;1;06/03/2018;195
12/09/2017;SR/PF/PB;PB;DELEFAZ;1;1;06/03/2018;175
02/10/2017;DPF/NVI/MS;MS;DELEFAZ;1;1;06/03/2018;155
12/12/2017;DPF/PPA/MS;MS;DELEFAZ;1;1;06/03/2018;84
15/12/2017;DPF/MII/SP;SP;DELEFAZ;1;1;06/03/2018;81
14/01/2018;SR/PF/SP;SP;DELEFAZ;1;1;06/03/2018;51
15/01/2018;DPF/NVI/MS;MS;DELEFAZ;2;2;06/03/2018;50
24/01/2018;DPF/VAG/MG;MG;DELEFAZ;2;2;06/03/2018;41
04/02/2018;DPF/GVS/MG;MG;DELEFAZ;1;1;06/03/2018;30
21/02/2018;DPF/BRU/SP;SP;DELEFAZ;3;3;06/03/2018;13
26/02/2018;DPF/JFA/MG;MG;DELEFAZ;2;2;06/03/2018;8
26/02/2018;SR/PF/PA;PA;DELEFAZ;1;1;06/03/2018;8
01/03/2018;DPF/JFA/MG;MG;DELEFAZ;1;1;06/03/2018;5
21/01/2014;SR/DPF/ES;ES;DELEFAZ;1;1;07/03/2018;1506
05/09/2014;DPF/RPO/SP;SP;DELEFAZ;1;1;07/03/2018;1279
14/10/2014;DPF/ARS/RJ;RJ;DELEFAZ;3;4;07/03/2018;1240
03/12/2014;DPF/VAG/MG;MG;DELEFAZ;1;1;07/03/2018;1190
17/08/2015;SR/PF/BA;BA;DELEFAZ;2;2;07/03/2018;933
05/10/2015;SR/PF/MT;MT;DELEFAZ;1;1;07/03/2018;884
16/12/2015;DPF/CAS/SP;SP;DELEFAZ;1;1;07/03/2018;812
30/12/2015;SR/PF/PE;PE;DELEFAZ;2;2;07/03/2018;798
12/01/2016;DPF/JFA/MG;MG;DELEFAZ;2;2;07/03/2018;785
21/03/2016;DPF/CAS/SP;SP;DELEFAZ;1;1;07/03/2018;716
04/05/2016;DPF/XAP/SC;SC;DELEFAZ;2;2;07/03/2018;672
18/07/2016;SR/DPF/ES;ES;DELEFAZ;1;1;07/03/2018;597
22/08/2016;SR/PF/SP;SP;DELEFAZ;2;2;07/03/2018;562
04/11/2016;SR/PF/PE;PE;DELEFAZ;1;1;07/03/2018;488
16/03/2017;DPF/CXS/RS;RS;DELEFAZ;1;1;07/03/2018;356
06/05/2017;DPF/MGA/PR;PR;DELEFAZ;1;1;07/03/2018;305
31/05/2017;SR/PF/PE;PE;DELEFAZ;1;1;07/03/2018;280
02/06/2017;DPF/GRA/PR;PR;DELEFAZ;1;1;07/03/2018;278
29/06/2017;DPF/CAS/SP;SP;DELEFAZ;1;1;07/03/2018;251
03/07/2017;DPF/JNE/CE;CE;DELEFAZ;2;2;07/03/2018;247
01/09/2017;DPF/VAG/MG;MG;DELEFAZ;2;2;07/03/2018;187
11/10/2017;DPF/MGA/PR;PR;DELEFAZ;1;2;07/03/2018;147
19/10/2017;DPF/FIG/PR;PR;DELEFAZ;1;1;07/03/2018;139
31/10/2017;SR/PF/PR;PR;DELEFAZ;1;1;07/03/2018;127
14/11/2017;SR/DPF/ES;ES;DELEFAZ;2;2;07/03/2018;113
15/01/2018;DPF/CZO/SP;SP;DELEFAZ;1;1;07/03/2018;51
24/01/2018;DPF/FIG/PR;PR;DELEFAZ;2;2;07/03/2018;42
27/02/2018;SR/PF/AC;AC;DELEFAZ;1;1;07/03/2018;8
27/02/2018;DPF/MCE/RJ;RJ;DELEFAZ;2;2;07/03/2018;8
01/03/2018;DPF/GVS/MG;MG;DELEFAZ;3;3;07/03/2018;6
04/03/2018;DPF/PPA/MS;MS;DELEFAZ;1;2;07/03/2018;3
01/09/2011;SR/PF/CE;CE;DELEFAZ;2;2;08/03/2018;2380
11/06/2012;DPF/VAG/MG;MG;DELEFAZ;1;1;08/03/2018;2096
29/09/2014;DPF/BRG/MT;MT;DELEFAZ;4;3;08/03/2018;1256
03/11/2014;SR/PF/AP;AP;DELEFAZ;1;1;08/03/2018;1221
19/02/2016;SR/PF/SP;SP;DELEFAZ;1;1;08/03/2018;748
12/04/2016;DPF/CAS/SP;SP;DELEFAZ;1;1;08/03/2018;695
03/05/2016;SR/PF/BA;BA;DELEFAZ;2;2;08/03/2018;674
10/05/2016;SR/PF/BA;BA;DELEFAZ;1;1;08/03/2018;667
22/08/2016;SR/PF/MG;MG;DELEFAZ;1;1;08/03/2018;563
29/08/2016;DPF/DRS/MS;MS;DELEFAZ;1;1;08/03/2018;556
15/09/2016;SR/PF/AM;AM;DELEFAZ;1;1;08/03/2018;539
13/10/2016;DPF/MOC/MG;MG;DELEFAZ;1;1;08/03/2018;511
16/10/2016;DPF/BRU/SP;SP;DELEFAZ;3;3;08/03/2018;508
01/02/2017;DPF/SOD/SP;SP;DELEFAZ;2;2;08/03/2018;400
20/02/2017;SR/PF/CE;CE;DELEFAZ;1;1;08/03/2018;381
25/09/2017;SR/DPF/ES;ES;DELEFAZ;3;3;08/03/2018;164
04/10/2017;SR/PF/PB;PB;DELEFAZ;1;1;08/03/2018;155
26/10/2017;SR/PF/BA;BA;DELEFAZ;1;1;08/03/2018;133
26/10/2017;SR/PF/SP;SP;DELEFAZ;1;1;08/03/2018;133
06/12/2017;DPF/JTI/GO;GO;DELEFAZ;1;1;08/03/2018;92
14/12/2017;DPF/PTS/RS;RS;DELEFAZ;2;2;08/03/2018;84
27/12/2017;SR/PF/RN;RN;DELEFAZ;2;2;08/03/2018;71
29/01/2018;DPF/RGE/RS;RS;DELEFAZ;1;1;08/03/2018;38
29/01/2018;DPF/CZO/SP;SP;DELEFAZ;2;2;08/03/2018;38
30/01/2018;DPF/PTS/RS;RS;DELEFAZ;1;1;08/03/2018;37
06/02/2018;SR/PF/PI;PI;DELEFAZ;1;1;08/03/2018;30
08/02/2018;DPF/LDA/PR;PR;DELEFAZ;1;1;08/03/2018;28
28/02/2018;SR/PF/MT;MT;DELEFAZ;1;1;08/03/2018;8
14/09/2015;DPF/VRA/RJ;RJ;DELEFAZ;1;1;09/03/2018;907
19/01/2016;SR/PF/PR;PR;DELEFAZ;1;1;09/03/2018;780
09/09/2016;SR/PF/BA;BA;DELEFAZ;2;2;09/03/2018;546
16/09/2016;DPF/SNM/PA;PA;DELEFAZ;1;1;09/03/2018;539
24/09/2016;DPF/LIV/RS;RS;DELEFAZ;1;1;09/03/2018;531
14/11/2016;DPF/UGA/RS;RS;DELEFAZ;3;2;09/03/2018;480
08/12/2016;DPF/CAC/PR;PR;DELEFAZ;1;1;09/03/2018;456
17/02/2017;SR/PF/BA;BA;DELEFAZ;1;1;09/03/2018;385
29/03/2017;DPF/JTI/GO;GO;DELEFAZ;1;1;09/03/2018;345
04/04/2017;DPF/CAC/PR;PR;DELEFAZ;1;1;09/03/2018;339
18/07/2017;DPF/DCQ/SC;SC;DELEFAZ;2;2;09/03/2018;234
14/08/2017;SR/DPF/RS;RS;DELEFAZ;1;1;09/03/2018;207
17/08/2017;DPF/CCM/SC;SC;DELEFAZ;1;1;09/03/2018;204
25/08/2017;SR/PF/SP;SP;DELEFAZ;1;1;09/03/2018;196
04/10/2017;SR/PF/MG;MG;DELEFAZ;1;1;09/03/2018;156
05/10/2017;DPF/CCM/SC;SC;DELEFAZ;1;1;09/03/2018;155
25/10/2017;DPF/MGA/PR;PR;DELEFAZ;8;8;09/03/2018;135
04/11/2017;DPF/FIG/PR;PR;DELEFAZ;1;1;09/03/2018;125
07/11/2017;DPF/DRS/MS;MS;DELEFAZ;1;1;09/03/2018;122
06/12/2017;SR/PF/PE;PE;DELEFAZ;1;1;09/03/2018;93
15/12/2017;SR/DPF/RS;RS;DELEFAZ;1;1;09/03/2018;84
28/12/2017;SR/PF/SP;SP;DELEFAZ;1;1;09/03/2018;71
05/02/2018;SR/PF/SE;SE;DELEFAZ;1;1;09/03/2018;32
08/02/2018;DPF/TLS/MS;MS;DELEFAZ;1;1;09/03/2018;29
08/02/2018;DPF/MGA/PR;PR;DELEFAZ;2;2;09/03/2018;29
08/02/2018;DPF/MGA/PR;PR;DELEFAZ;1;1;09/03/2018;29
10/02/2018;DPF/GPB/PR;PR;DELEFAZ;4;4;09/03/2018;27
20/02/2018;SR/PF/PR;PR;DELEFAZ;1;1;09/03/2018;17
21/02/2018;DPF/MGA/PR;PR;DELEFAZ;1;1;09/03/2018;16
28/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;09/03/2018;9
04/03/2018;DPF/JPN/RO;RO;DELEFAZ;2;2;09/03/2018;5
26/02/2018;DPF/CHI/RS;RS;DELEFAZ;1;1;11/03/2018;13
03/11/2010;SR/PF/PE;PE;DELEFAZ;1;1;12/03/2018;2686
27/06/2012;SR/PF/GO;GO;DELEFAZ;1;1;12/03/2018;2084
08/05/2014;SR/DPF/DF;DF;DELEFAZ;2;2;12/03/2018;1404
30/05/2014;SR/PF/AP;AP;DELEFAZ;1;1;12/03/2018;1382
24/07/2014;SR/PF/PR;PR;DELEFAZ;8;8;12/03/2018;1327
27/10/2014;SR/PF/MG;MG;DELEFAZ;1;1;12/03/2018;1232
24/09/2015;DPF/MOC/MG;MG;DELEFAZ;1;1;12/03/2018;900
09/03/2016;DPF/PGZ/PR;PR;DELEFAZ;3;3;12/03/2018;733
11/08/2016;DPF/SAG/RS;RS;DELEFAZ;1;1;12/03/2018;578
26/08/2016;SR/PF/MG;MG;DELEFAZ;1;1;12/03/2018;563
01/09/2016;SR/PF/MG;MG;DELEFAZ;1;1;12/03/2018;557
17/10/2016;DPF/TLS/MS;MS;DELEFAZ;1;1;12/03/2018;511
19/10/2016;DPF/DRS/MS;MS;DELEFAZ;1;1;12/03/2018;509
24/10/2016;DPF/CZO/SP;SP;DELEFAZ;2;2;12/03/2018;504
13/01/2017;DPF/JNE/CE;CE;DELEFAZ;1;1;12/03/2018;423
14/03/2017;DPF/DRS/MS;MS;DELEFAZ;3;3;12/03/2018;363
30/03/2017;DPF/UGA/RS;RS;DELEFAZ;1;1;12/03/2018;347
05/04/2017;DPF/UDI/MG;MG;DELEFAZ;1;1;12/03/2018;341
05/04/2017;DPF/UDI/MG;MG;DELEFAZ;1;1;12/03/2018;341
05/04/2017;DPF/UDI/MG;MG;DELEFAZ;1;1;12/03/2018;341
05/04/2017;DPF/UDI/MG;MG;DELEFAZ;1;1;12/03/2018;341
05/04/2017;DPF/UDI/MG;MG;DELEFAZ;1;1;12/03/2018;341
28/04/2017;DPF/SCS/RS;RS;DELEFAZ;1;1;12/03/2018;318
04/05/2017;SR/PF/TO;TO;DELEFAZ;1;1;12/03/2018;312
19/06/2017;DPF/SJE/SP;SP;DELEFAZ;2;2;12/03/2018;266
18/07/2017;SR/PF/PE;PE;DELEFAZ;1;1;12/03/2018;237
04/08/2017;DPF/JLS/SP;SP;DELEFAZ;1;1;12/03/2018;220
04/09/2017;DPF/JTI/GO;GO;DELEFAZ;1;1;12/03/2018;189
06/09/2017;DPF/JTI/GO;GO;DELEFAZ;1;1;12/03/2018;187
03/10/2017;DPF/XAP/SC;SC;DELEFAZ;1;1;12/03/2018;160
08/02/2018;DPF/UDI/MG;MG;DELEFAZ;1;1;12/03/2018;32
13/02/2018;DPF/TLS/MS;MS;DELEFAZ;1;1;12/03/2018;27
15/02/2018;SR/DPF/RS;RS;DELEFAZ;1;1;12/03/2018;25
17/02/2018;DPF/RGE/RS;RS;DELEFAZ;1;1;12/03/2018;23
26/02/2018;SR/PF/GO;GO;DELEFAZ;1;1;12/03/2018;14
27/02/2018;DPF/FIG/PR;PR;DELEFAZ;1;1;12/03/2018;13
27/02/2018;DPF/PDE/SP;SP;DELEFAZ;2;2;12/03/2018;13
28/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;12/03/2018;12
01/03/2018;SR/PF/MT;MT;DELEFAZ;1;1;12/03/2018;11
03/03/2018;DPF/VDC/BA;BA;DELEFAZ;1;1;12/03/2018;9
07/03/2018;SR/PF/PA;PA;DELEFAZ;1;1;12/03/2018;5
26/06/2012;SR/PF/PA;PA;DELEFAZ;21;21;13/03/2018;2086
20/08/2013;SR/PF/MG;MG;DELEFAZ;1;1;13/03/2018;1666
14/05/2014;DPF/GOY/RJ;RJ;DELEFAZ;2;2;13/03/2018;1399
28/05/2014;SR/PF/PR;PR;DELEFAZ;3;3;13/03/2018;1385
19/08/2014;DPF/GVS/MG;MG;DELEFAZ;1;1;13/03/2018;1302
26/11/2014;SR/PF/CE;CE;DELEFAZ;1;1;13/03/2018;1203
02/02/2015;DPF/RPO/SP;SP;DELEFAZ;1;1;13/03/2018;1135
01/06/2015;SR/PF/SP;SP;DELEFAZ;1;1;13/03/2018;1016
23/10/2015;SR/DPF/ES;ES;DELEFAZ;3;3;13/03/2018;872
17/06/2016;SR/PF/BA;BA;DELEFAZ;3;3;13/03/2018;634
28/12/2016;SR/DPF/RS;RS;DELEFAZ;1;1;13/03/2018;440
18/01/2017;SR/PF/SE;SE;DELEFAZ;22;3;13/03/2018;419
21/02/2017;SR/PF/RO;RO;DELEFAZ;1;1;13/03/2018;385
13/06/2017;DPF/JLS/SP;SP;DELEFAZ;4;4;13/03/2018;273
07/07/2017;DPF/ROO/MT;MT;DELEFAZ;1;1;13/03/2018;249
12/07/2017;SR/PF/PR;PR;DELEFAZ;1;1;13/03/2018;244
12/07/2017;SR/PF/SP;SP;DELEFAZ;1;1;13/03/2018;244
25/08/2017;SR/PF/AM;AM;DELEFAZ;1;1;13/03/2018;200
08/09/2017;DPF/SMA/RS;RS;DELEFAZ;3;3;13/03/2018;186
14/09/2017;DPF/GOY/RJ;RJ;DELEFAZ;1;1;13/03/2018;180
20/09/2017;SR/PF/RO;RO;DELEFAZ;1;1;13/03/2018;174
09/10/2017;DPF/RPO/SP;SP;DELEFAZ;1;1;13/03/2018;155
10/12/2017;DPF/PPA/MS;MS;DELEFAZ;1;1;13/03/2018;93
25/01/2018;DPF/JVE/SC;SC;DELEFAZ;1;1;13/03/2018;47
07/02/2018;DPF/CAC/PR;PR;DELEFAZ;1;1;13/03/2018;34
14/02/2018;DPF/GPB/PR;PR;DELEFAZ;1;1;13/03/2018;27
27/02/2018;SR/PF/PI;PI;DELEFAZ;1;1;13/03/2018;14
27/02/2018;DPF/MGA/PR;PR;DELEFAZ;1;1;13/03/2018;14
28/02/2018;SR/PF/CE;CE;DELEFAZ;1;1;13/03/2018;13
28/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;13/03/2018;13
28/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;13/03/2018;13
28/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;13/03/2018;13
28/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;13/03/2018;13
28/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;13/03/2018;13
28/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;13/03/2018;13
28/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;13/03/2018;13
28/02/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;13/03/2018;13
28/02/2018;DPF/NVI/MS;MS;DELEFAZ;2;2;13/03/2018;13
28/02/2018;DPF/MGA/PR;PR;DELEFAZ;2;2;13/03/2018;13
28/02/2018;DPF/UGA/RS;RS;DELEFAZ;1;1;13/03/2018;13
05/03/2018;DPF/PAC/RR;RR;DELEFAZ;3;3;13/03/2018;8
13/03/2018;SR/PF/MA;MA;DELEFAZ;1;1;13/03/2018;0
01/03/2014;DPF/VAG/MG;MG;DELEFAZ;1;1;14/03/2018;1474
01/03/2014;DPF/NRI/RJ;RJ;DELEFAZ;3;3;14/03/2018;1474
22/04/2014;SR/PF/PR;PR;DELEFAZ;1;1;14/03/2018;1422
12/05/2014;DPF/GOY/RJ;RJ;DELEFAZ;2;2;14/03/2018;1402
16/07/2014;SR/PF/PR;PR;DELEFAZ;4;4;14/03/2018;1337
10/03/2015;DPF/LGE/SC;SC;DELEFAZ;2;3;14/03/2018;1100
12/08/2015;DPF/FIG/PR;PR;DELEFAZ;1;1;14/03/2018;945
22/08/2015;DPF/JFA/MG;MG;DELEFAZ;1;1;14/03/2018;935
12/01/2016;DPF/JFA/MG;MG;DELEFAZ;2;2;14/03/2018;792
05/04/2016;SR/PF/AM;AM;DELEFAZ;2;2;14/03/2018;708
27/08/2016;DPF/MGA/PR;PR;DELEFAZ;2;2;14/03/2018;564
09/09/2016;DPF/DRS/MS;MS;DELEFAZ;1;1;14/03/2018;551
29/09/2016;SR/DPF/ES;ES;DELEFAZ;3;2;14/03/2018;531
09/11/2016;DPF/FIG/PR;PR;DELEFAZ;1;1;14/03/2018;490
25/11/2016;SR/PF/AP;AP;DELEFAZ;3;3;14/03/2018;474
13/12/2016;SR/PF/BA;BA;DELEFAZ;3;3;14/03/2018;456
13/01/2017;DPF/URA/MG;MG;DELEFAZ;1;1;14/03/2018;425
27/01/2017;SR/PF/PR;PR;DELEFAZ;1;1;14/03/2018;411
01/02/2017;SR/PF/PI;PI;DELEFAZ;1;1;14/03/2018;406
14/03/2017;DPF/MGA/PR;PR;DELEFAZ;1;1;14/03/2018;365
